AWS;AWA;localAWS;localAWA;AoA;SettingShip;SettingAW;Cl;Cd;Cx;Cy;Fx(kN);Fy(kN);Px(kW);
12.5581;-55.008;12.5581;-55.008;-20.608;34.4;-20.608;-1.61114;0.0629075;1.28382;0.975465;45.0159;34.2037;324.187;
